time	logN	leafLogN	layers	leaves	q0Bits	circuitLevels	circuitPrimeBits	numP	defaultScale	topLogQ	topLogQP	topQCount	topPCount	leafLogQ	leafLogQP	leafQCount	leafPCount	baselineRan	baselinePrecBits	baselineModUpSec	baselineCtSSec	baselineEvalModSec	baselineStCSec	baselineTotalSec	oursRan	oursPrecBits	oursSplitSec	oursScaleDownSec	oursModUpSec	oursCtSSec	oursEvalModSec	oursStCSec	oursMergeSec	oursTotalSec	speedup
2026-05-16T22:48:03+08:00	17	15	2	4	34	1	20	1	25	737.002817	849.002817	15	2	737.002817	849.002817	15	2	false	0.000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	true	16.192821	0.057511208	0.000347583	0.156895875	9.691315875	1.073625292	1.079163333	0.260132584	12.318991750	NaN
