time	logN	leafLogN	layers	leaves	q0Bits	circuitLevels	circuitPrimeBits	numP	defaultScale	topLogQ	topLogQP	topQCount	topPCount	leafLogQ	leafLogQP	leafQCount	leafPCount	baselineRan	baselinePrecBits	baselineModUpSec	baselineCtSSec	baselineEvalModSec	baselineStCSec	baselineTotalSec	oursRan	oursPrecBits	oursSplitSec	oursScaleDownSec	oursModUpSec	oursCtSSec	oursEvalModSec	oursStCSec	oursMergeSec	oursTotalSec	speedup
2026-05-16T15:48:51+08:00	16	15	1	2	34	1	18	1	25	874.584983	935.584983	17	1	874.584983	935.584983	17	1	true	12.082452	1.458171000	44.850368208	3.413250125	3.920583542	53.642372875	true	11.508564	0.019551417	0.001173125	0.822614250	23.237593500	1.603917625	1.697543708	0.044940958	27.427334583	1.955800
