time	logN	leafLogN	layers	leaves	q0Bits	circuitLevels	circuitPrimeBits	numP	defaultScale	topLogQ	topLogQP	topQCount	topPCount	leafLogQ	leafLogQP	leafQCount	leafPCount	baselineRan	baselinePrecBits	baselineModUpSec	baselineCtSSec	baselineEvalModSec	baselineStCSec	baselineTotalSec	oursRan	oursPrecBits	oursSplitSec	oursScaleDownSec	oursModUpSec	oursCtSSec	oursEvalModSec	oursStCSec	oursMergeSec	oursTotalSec	speedup
2026-05-16T22:41:18+08:00	17	16	1	2	45	15	35	5	35	1391.000268	1696.000268	31	5	1391.000268	1696.000268	31	5	false	0.000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	true	20.468860	0.100103292	0.000995208	1.137921875	27.825931500	6.483571875	14.964930292	1.138164625	51.651618667	NaN
