time	logN	leafLogN	layers	leaves	q0Bits	circuitLevels	circuitPrimeBits	numP	defaultScale	topLogQ	topLogQP	topQCount	topPCount	leafLogQ	leafLogQP	leafQCount	leafPCount	baselineRan	baselinePrecBits	baselineModUpSec	baselineCtSSec	baselineEvalModSec	baselineStCSec	baselineTotalSec	oursRan	oursPrecBits	oursSplitSec	oursScaleDownSec	oursModUpSec	oursCtSSec	oursEvalModSec	oursStCSec	oursMergeSec	oursTotalSec	speedup
2026-05-16T21:06:43+08:00	16	15	1	2	34	1	20	1	25	789.748250	850.748250	27	1	789.748250	850.748250	27	1	true	-11.701943	0.115251333	86.592231792	11.490852000	36.699139041	134.897474166	true	-11.692028	0.049529250	0.002096083	0.113834584	44.222609000	6.176167291	12.618717250	1.178595500	64.361548958	2.095933
