time	logN	leafLogN	layers	leaves	q0Bits	circuitLevels	circuitPrimeBits	numP	defaultScale	topLogQ	topLogQP	topQCount	topPCount	leafLogQ	leafLogQP	leafQCount	leafPCount	baselineRan	baselinePrecBits	baselineModUpSec	baselineCtSSec	baselineEvalModSec	baselineStCSec	baselineTotalSec	oursRan	oursPrecBits	oursSplitSec	oursScaleDownSec	oursModUpSec	oursCtSSec	oursEvalModSec	oursStCSec	oursMergeSec	oursTotalSec	speedup
2026-05-17T21:01:32+08:00	17	16	1	2	45	15	35	5	35	1391.000268	1696.000268	31	5	NaN	NaN	0	0	true	20.872093	5.693943583	86.945923833	9.082918125	41.224723125	142.947508666	false	0.000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	NaN
2026-05-17T21:14:47+08:00	17	16	1	2	45	15	35	5	35	1425.000373	1730.000373	32	5	NaN	NaN	0	0	true	18.562587	0.245776875	76.099285666	17.845989334	43.339742750	137.530794625	false	0.000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	NaN
